url,domain,bias,cred,score,quality,story_id,response
https://www.reuters.com/world/africa/coups-cheered-west-africa-islamist-insurgencies-sap-faith-democracy-2022-02-01/,reuters.com,CENTER,VERY_HIGH,72,see score,10577266,"{'site_meta': {'name': 'Reuters', 'cred': 'VERY_HIGH', 'bias': 'CENTER'}, 'quality': {'quality_sources_score': 1, 'unique_link_score': 0.875, 'self_promotion_score': 0, 'diversity_sources_score': 0.4, 'political_sources_score': 0, 'quotes_count': 10, 'quotes_score': 1, 'sources_score': 0.725, 'topic': 'world', 'source_credibility_score': 1, 'author_history_score': 0.5, 'unique_links': [{'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'celebrating', 'url': 'https://www.reuters.com/world/africa/burkina-faso-crowd-celebrates-west-africas-latest-coup-2022-01-25'}, {'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'to leave', 'url': 'https://www.reuters.com/world/africa/mali-expels-french-envoy-over-authorities-hostile-remarks-2022-01-31'}, {'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'another blow', 'url': 'https://www.reuters.com/world/africa/burkina-faso-coup-blow-france-sahel-military-mission-unravels-2022-01-25'}, {'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'protested', 'url': 'https://www.reuters.com/world/africa/death-toll-attack-burkina-security-post-soars-53-2021-11-17'}, {'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'Lieutenant Colonel Paul-Henri Damiba', 'url': 'https://www.reuters.com/world/africa/burkina-faso-junta-warns-politicians-talks-over-transition-period-2022-01-27'}, {'cred': 'VERY_HIGH', 'hostname': 'reuters.com', 'bias': 'CENTER', 'name': 'Reuters', 'title': 'stay in power', 'url': 'https://www.reuters.com/world/africa/mali-proposes-five-year-election-delay-west-african-bloc-2022-01-01'}, {'cred': None, 'hostname': 'thomsonreuters.com', 'bias': None, 'name': 'thomsonreuters.com', 'title': 'The Thomson Reuters Trust Principles.', 'url': 'https://www.thomsonreuters.com/en/about-us/trust-principles.html'}], 'self_citations': ['https://www.reuters.com/world/africa/burkina-faso-crowd-celebrates-west-africas-latest-coup-2022-01-25', 'https://www.reuters.com/world/africa/mali-expels-french-envoy-over-authorities-hostile-remarks-2022-01-31', 'https://www.reuters.com/world/africa/burkina-faso-coup-blow-france-sahel-military-mission-unravels-2022-01-25', 'https://www.reuters.com/world/africa/death-toll-attack-burkina-security-post-soars-53-2021-11-17', 'https://www.reuters.com/world/africa/burkina-faso-junta-warns-politicians-talks-over-transition-period-2022-01-27', 'https://www.reuters.com/world/africa/mali-proposes-five-year-election-delay-west-african-bloc-2022-01-01'], 'unique_sources': ['Reuters', 'thomsonreuters.com'], 'overall_quality': 'medium', 'opinion_score': 0.58, 'multiple_sources': True}, 'read_time': 5, 'authors': ['Edward McAllister'], 'authors_data': [{'name': 'Edward McAllister', 'twitter_handle': None, 'score': 67, 'image_url': 'https://s3.amazonaws.com/www.owlfactor.com/assets/img/Pic_Author_Placeholder.svg'}], 'url': 'https://www.reuters.com/world/africa/coups-cheered-west-africa-islamist-insurgencies-sap-faith-democracy-2022-02-01', 'story_id': 10577266, 'title': 'Coups cheered in West Africa as Islamist insurgencies sap faith in democracy', 'score': 72}"
https://www.nytimes.com/2022/01/31/opinion/covid-pandemic-end.html,nytimes.com,LEAN_LEFT,HIGH,84,see score,10571550,"{'site_meta': {'name': 'New York Times', 'cred': 'HIGH', 'bias': 'LEAN_LEFT'}, 'quality': {'quality_sources_score': 1, 'unique_link_score': 1, 'self_promotion_score': 0, 'diversity_sources_score': 1, 'political_sources_score': 0, 'quotes_count': 4, 'quotes_score': 1, 'sources_score': 0.9, 'topic': 'health', 'source_credibility_score': 0.8, 'author_history_score': 0.86, 'unique_links': [{'cred': 'HIGH', 'hostname': 'medicalnewstoday.com', 'bias': 'CENTER', 'name': 'Medical News Today', 'title': 'upper respiratory tract', 'url': 'https://www.medicalnewstoday.com/articles/covid-19-does-omicron-cause-less-damage-to-the-lungs'}, {'cred': 'HIGH', 'hostname': 'theguardian.com', 'bias': 'LEAN_LEFT', 'name': 'The Guardian', 'title': 'transmissible', 'url': 'https://www.theguardian.com/world/2022/jan/02/new-studies-reinforce-belief-that-omicron-is-less-likely-to-damage-lungs'}, {'cred': 'HIGH', 'hostname': 'nytimes.com', 'bias': 'LEAN_LEFT', 'name': 'New York Times', 'title': 'Can we prevent the spread of another variant?', 'url': 'https://www.nytimes.com/2022/01/20/opinion/covid-variant-omicron.html'}, {'cred': 'HIGH', 'hostname': 'nytimes.com', 'bias': 'LEAN_LEFT', 'name': 'New York Times', 'title': 'evolve to become milder?', 'url': 'https://www.nytimes.com/2021/12/10/opinion/covid-evolve-milder.html'}, {'cred': 'HIGH', 'hostname': 'nytimes.com', 'bias': 'LEAN_LEFT', 'name': 'New York Times', 'title': ""If the virus isn't going away, how do we live with it?"", 'url': 'https://www.nytimes.com/2021/10/27/opinion/covid-forever-endemic-plans.html'}, {'cred': 'HIGH', 'hostname': 'nytimes.com', 'bias': 'LEAN_LEFT', 'name': 'New York Times', 'title': 'What can New York tell us about Omicron?', 'url': 'https://www.nytimes.com/2021/12/20/opinion/covid-omicron-future.html?smid=tw-share'}, {'cred': None, 'hostname': 'eurosurveillance.org', 'bias': None, 'name': 'eurosurveillance.org', 'title': 'one study in Britain', 'url': 'https://www.eurosurveillance.org/content/10.2807/ese.17.14.20139-en'}, {'cred': 'HIGH', 'hostname': 'nytimes.com', 'bias': 'LEAN_LEFT', 'name': 'New York Times', 'title': 'still works', 'url': 'https://www.nytimes.com/2022/01/24/world/monoclonal-antibody-fda-covid.html'}, {'cred': None, 'hostname': 'johnmbarry.com', 'bias': None, 'name': 'johnmbarry.com', 'title': 'John M. Barry', 'url': 'http://www.johnmbarry.com/index.htm'}], 'self_citations': ['https://www.nytimes.com/2022/01/20/opinion/covid-variant-omicron.html', 'https://www.nytimes.com/2021/12/10/opinion/covid-evolve-milder.html', 'https://www.nytimes.com/2021/10/27/opinion/covid-forever-endemic-plans.html', 'https://www.nytimes.com/2021/12/20/opinion/covid-omicron-future.html?smid=tw-share', 'https://www.nytimes.com/2022/01/24/world/monoclonal-antibody-fda-covid.html'], 'unique_sources': ['Medical News Today', 'The Guardian', 'New York Times', 'eurosurveillance.org', 'johnmbarry.com'], 'overall_quality': 'high', 'author_expertise': 'health', 'opinion_score': 0.69, 'multiple_sources': True}, 'read_time': 4, 'authors': ['JOHN M. BARRY'], 'authors_data': [{'name': 'JOHN M. BARRY', 'twitter_handle': None, 'score': 81, 'image_url': 'https://s3.amazonaws.com/www.owlfactor.com/assets/img/Pic_Author_Placeholder.svg'}], 'url': 'https://www.nytimes.com/2022/01/31/opinion/covid-pandemic-end.html', 'story_id': 10571550, 'title': 'What We Can Learn From How the 1918 Pandemic Ended', 'score': 84}"
https://www.washingtonpost.com/world/2022/01/30/coronavirus-anti-vaccine-germany/?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,washingtonpost.com,LEAN_LEFT,HIGH,81,see score,10570535,"{'site_meta': {'name': 'Washington Post', 'cred': 'HIGH', 'bias': 'LEAN_LEFT'}, 'quality': {'quality_sources_score': 1, 'unique_link_score': 0.625, 'self_promotion_score': 0.5, 'diversity_sources_score': 0.6, 'political_sources_score': 0, 'quotes_count': 20, 'quotes_score': 1, 'sources_score': 0.7749999999999999, 'topic': 'world', 'source_credibility_score': 0.8, 'author_history_score': 0.76, 'unique_links': [{'cred': 'HIGH', 'hostname': 'washingtonpost.com', 'bias': 'LEAN_LEFT', 'name': 'Washington Post', 'title': '50,000-strong demonstration', 'url': 'https://www.washingtonpost.com/politics/water-cannon-tear-gas-at-covid-19-protests-in-brussels/2022/01/23/13287cb6-7c59-11ec-8cc8-b696564ba796_story.html?itid=lk_inline_manual_9'}, {'cred': 'HIGH', 'hostname': 'ottawa.ctvnews.ca', 'bias': 'LEAN_LEFT', 'name': 'CTV News', 'title': 'also large-scale protests', 'url': 'https://ottawa.ctvnews.ca/protesters-return-to-parliament-hill-for-second-day-of-freedom-convoy-rally-1.5760288'}, {'cred': 'HIGH', 'hostname': 'washingtonpost.com', 'bias': 'LEAN_LEFT', 'name': 'Washington Post', 'title': 'in', 'url': 'https://www.washingtonpost.com/world/thousands-protest-covid-mandates-and-restrictions-in-ottawa/2022/01/29/40a784b4-8133-11ec-8cc8-b696564ba796_story.html?itid=lk_inline_manual_9'}, {'cred': 'HIGH', 'hostname': 'dw.com', 'bias': 'LEAN_LEFT', 'name': 'DW News', 'title': 'descended on the house', 'url': 'https://www.dw.com/en/germany-torchlit-rally-against-covid-measures-in-saxony-prompts-outcry/a-60020777'}, {'cred': 'HIGH', 'hostname': 'dw.com', 'bias': 'LEAN_LEFT', 'name': 'DW News', 'title': 'alleged plot', 'url': 'https://www.dw.com/en/germany-police-raid-covid-skeptics-over-alleged-assassination-plot/a-60124553'}], 'self_citations': ['https://www.washingtonpost.com/politics/water-cannon-tear-gas-at-covid-19-protests-in-brussels/2022/01/23/13287cb6-7c59-11ec-8cc8-b696564ba796_story.html?itid=lk_inline_manual_9', 'https://www.washingtonpost.com/world/thousands-protest-covid-mandates-and-restrictions-in-ottawa/2022/01/29/40a784b4-8133-11ec-8cc8-b696564ba796_story.html?itid=lk_inline_manual_9'], 'unique_sources': ['Washington Post', 'CTV News', 'DW News'], 'overall_quality': 'high', 'author_expertise': 'world', 'opinion_score': 1, 'multiple_sources': False}, 'read_time': 6, 'authors': ['Loveday Morris'], 'authors_data': [{'name': 'Loveday Morris', 'twitter_handle': None, 'score': 68, 'image_url': 'https://s3.amazonaws.com/www.owlfactor.com/assets/img/Pic_Author_Placeholder.svg'}], 'url': 'https://www.washingtonpost.com/world/2022/01/30/coronavirus-anti-vaccine-germany/?utm_source=rss&utm_medium=referral&utm_campaign=wp_world', 'story_id': 10570535, 'title': 'In Germany’s east, far-right extremists find footholds in escalating anti-vaccine protests', 'score': 81}"
